,Product,Price,Status
826,"Laptop Lenovo ThinkPad X1 Yoga cu procesor Intel Core i5-8250U pana la 3.40 Ghz, 14"", WQHD, IPS, 8GB, 512GB SSD, Intel UHD Graphics 620, Windows 10 Pro, Silver",10.71999 Lei,în stoc furnizor
827,"Laptop Asus Tuf Gaming FX505DU-AL079 15.6"" FHD, Amd Ryzen 7 3750H , 16GB DDR4, 512GB ssd , nVidia GeForce GTX 1660TI 6GB",4.39900 Lei,ultimele 3 produse
828,"Laptop ASUS X540UB cu procesor Intel® Core™ i3-7020U 2.30 GHz, Kaby Lake, 15.6"", Full HD, 4GB, 1TB, NVIDIA GeForce MX110 2GB, Endless OS, Chocolate Black, No ODD",1.77900 Lei,ultimul produs in stoc
829,"Laptop ultraportabil Lenovo IdeaPad 530S-14IKB cu procesor Intel® Core™ i7-8550U pana la 4.00 GHz, Kaby Lake R, 14"", WQHD, IPS, 16GB, 512GB SSD, NVIDIA GeForce MX 150 2GB, Microsoft Windows 10, Copper",5.98599 Lei,în stoc
830,"Ultrabook Acer Swift SF713-51-M5BV cu procesor Intel® Core™ i7-7Y75 1.30 GHz, Kaby Lake, 13.3"", Full HD, IPS, 8GB, 512GB SSD, Intel® HD Graphics 615, Microsoft Windows 10 Home, Gold",5.45000 Lei,ultimul produs in stoc
831,"Laptop ultraportabil HP EliteBook 1030 G1 cu procesor Intel® Core™ m5-6Y54 pana la 2.70 GHz, Skylake, 13.3"", QHD+, 8GB, 256GB SSD, Intel® HD Graphics, Microsoft Windows 10 Pro, Silver",5.70999 Lei,ultimele 2 produse
832,"Laptop ASUS VivoBook 15 X512FA-EJ1018, 15.6"" FHD, Intel Core i5-8265U (6M Cache, up to 3.90 GHz), Intel UHD Graphics 620, 8GB DDR4, SSD 512GB M.2 NVME, NO ODD, Slate Gray, FARA OS",2.83901 Lei,în stoc
833,"Laptop ASUS Vivobook 14"", R424DA, procesor AMD Ryzen ™ 3, Full HD, 512 GB SSD, cu tastatura retroiluminata",3.20000 Lei,ultimul produs in stoc
834,"Laptop Lenovo 17.3'' ThinkPad P71, UHD IPS, Intel Xeon E3-1505M v6, 16GB DDR4, 512GB SSD, Quadro P3000M 6GB, Win 10 Pro",13.49900 Lei,în stoc
835,"Laptop 2-in-1 Dell Inspiron 15 (7580), Intel Core i5-8265U, 15.6inch, RAM 8GB, HDD 1TB + SSD 128GB, nVidia GeForce MX250 2GB, Windows 10, Pink Champagne",4.64998 Lei,ultimul produs in stoc
836,"Laptop Gaming ASUS ROG Strix G G531GV cu procesor Intel® Core™ i7-9750H pana la 4.50 GHz Coffee Lake, 15.6"", Full HD, IPS, 16GB, 512GB SSD, NVIDIA® GeForce RTX™ 2060 6GB, Windows 10 Home, Black",7.99999 Lei,în stoc
837,"Laptop Apple MacBook Pro 15, ecran Retina, Touch Bar, procesor Intel® Core™ i7 2.20 GHz, 16GB, 256GB SSD, Radeon Pro 555X W 4GB, macOS High Sierra, INT KB, Space Grey",13.93490 Lei,ultimele 3 produse
838,"Laptop Latitude E7250 Intel® Core™ i5-5300u 2.30GHz ,Memorie 4GB DDR3 ,120GB SSD ,12.5 inchi ,video Intel® HD Graphics HDMI",1.62500 Lei,livrare in 3 zile
839,"Laptop DELL New XPS 15 7590, 15.6"" UHD OLED InfinityEdge, Intel Core i9-9980HK, 32GB DDR4 2666 MHz, 1TB SSD, GeForce GTX 1650 4GB, Win 10 Home, Silver",14.66500 Lei,ultimele 2 produse
840,"Laptop Dell Latitude E7240 Procesor Intel® Core™ i5-4300U 1.90GHz, Memorie DDR3 4GB ,320GB,Hdd Intel® HD Graphics",1.49900 Lei,livrare in 3 zile
841,"Laptop 2 in 1 MYRIA MY8312PK, Intel Pentium N4200 pana la 2.5GHz, 13.3"" Touch, 4GB, SSD 256GB, Intel® HD Graphics, Free Dos",1.29829 Lei,în stoc
842,"Laptop business AsusPro P1440FA-FA0080, procesor Intel® Core™ i5-8265U pana la 3.90 GHz, Whiskey Lake, 14"", Full HD, memorie 4 GB, 256 GB SSD, Intel® UHD Graphics 620, Sitem de operare Endless, culoare Gri",2.99880 Lei,ultimele 3 produse
843,"NoteBook HP 17-by0062st, Intel Core Quad-Core i5-8250U 1.6GHz up to 3.4GHz Turbo 1TB HDD, 8GB DDR4-2400, DVD-RW, 17.3 inch HD+ BrightView 1600x900",3.01665 Lei,livrare in 3 zile
844,"Laptop ASUS 15.6'' X509FA, FHD, Procesor Intel® Core™ i5-8265U (6M Cache, up to 3.90 GHz), 8GB DDR4, 512GB SSD, GMA UHD 620, No OS, Gri",2.52999 Lei,ultimul produs in stoc
845,"Laptop Asus X403FA-EB164 cu procesor Intel® Core™ i7-8565U pana la 4.6GHz, 14"", Full HD, 8GB, 512GB SSD M.2, Intel UHD Graphics 620, fara unitate optica , fara retea pe fir, Endless OS, Silver Blue",3.68781 Lei,livrare in 3 zile
846,"Laptop Lenovo IdeaPad 330-15IKB cu procesor Intel® Core™ i3-6006U 2.00 GHz, Skylake, 15.6"", 4GB, 256GB SSD, Intel® HD Graphics 520, Free DOS, Blizzard White",1.79999 Lei,ultimul produs in stoc
847,"Laptop Apple MacBook Pro 13, ecran Retina, Touch Bar, procesor Intel® Core™ i5 2.40 GHz, 8GB, 256GB SSD, Intel Iris Plus Graphics 655, macOS Mojave, ROM KB, Silver",9.79999 Lei,în stoc
848,"Laptop Gaming HP Omen 15-dh0002nq, Intel® Core™ i5-9300H, 16GB DDR4, SSD 512GB, NVIDIA GeForce GTX 1660 Ti 6GB, Free DOS",5.59999 Lei,ultimele 2 produse
849,"Laptop Gaming ASUS ROG Strix G731GU cu procesor Intel® Core™ i7-9750H pana la 4.50 GHz, Coffee Lake, 17.3"", Full HD, IPS, 144Hz, 3ms, 8GB, 512GB SSD, NVIDIA GeForce GTX 1660Ti 6GB, Free DOS, Black",6.49899 Lei,în stoc
850,"Laptop Gaming Asus ROG Strix GL504GV-ES082, Intel® Core™ i5-8300H, 8GB DDR4, SSD 512GB, nVIDIA GeForce RTX 2060 6GB, Free DOS",6.39999 Lei,ultimul produs in stoc
851,"Laptop Dell Latitude 5500, Intel Core i5-8265U, 15.6inch, RAM 8GB, SSD 512GB, Intel UHD Graphics 620, 4G, Linux, Black",4.49990 Lei,în stoc
852,"Laptop Gaming OMEN by HP 15-dc0014nq cu procesor Intel® Core™ i7-8750H pana la 4.10 GHz, Coffee Lake, 15.6"", Full HD, IPS, 8GB, 1TB, NVIDIA® GeForce® GTX 1050 Ti 4GB, Free DOS, Black",7.70000 Lei,livrare in 8 zile
853,"Laptop Lenovo V310-15ISK cu procesor Intel® Core™ i7-6500U 2.50 GHz, Skylake™, 15.6'', Full HD, 4GB, 1TB, DVD-RW, AMD Radeon R5 M430 2GB, Free DOS, Black",3.10500 Lei,ultimul produs in stoc
854,"Laptop ultraportabil Toshiba Tecra Z40-C-12Z cu procesor Intel® Core™ i5-6200U pana la 2.80 GHz, Skylake, 14"", Full HD, 8GB, 256GB SSD, Intel® HD Graphics, Microsoft Windows 10 Pro, Gri",4.99999 Lei,în stoc
855,"Laptop Gaming Asus ROG G531GU-ES300, Intel® Core™ i7-9750H, 16GB DDR4, SSD 256GB, NVIDIA GeForce GTX 1660Ti 6GB, Free DOS",6.29999 Lei,în stoc
856,"Laptop ASUS X509FA-BQ157 cu procesor Intel® Core™ i5-8265U up to 3.9GHz, 15.6"", Full HD, 8GB, 256GB SSD M.2, fara unitate DVD, fara retea RJ-45, Intel UHD Graphics 620, Endless OS, culoare Gri",2.28999 Lei,ultimele 3 produse
857,"Laptop Lenovo 17.3'' ThinkPad P71, FHD IPS, Intel i7-7820HQ 2.9 GHZ, 8GB DDR4, 256GB SSD, Quadro M620 2GB, Win 10 Pro",10.49000 Lei,ultimul produs in stoc
858,"Laptop Gaming Dell Inspiron G3 3579 cu procesor Intel® Core™ i7-8750H pana la 4.10 GHz, Coffee Lake, 15.6"", Full HD, 8GB, 256GB SSD, NVIDIA® GeForce® GTX 1050 Ti 4GB, Linux, Black",5.59300 Lei,ultimul produs in stoc
859,"Ultrabook Dell XPS 13 9370 cu procesor Intel® Core™ i5-8250U, 8GB, 128GB SSD, 15 inch",8.95000 Lei,în stoc
860,"Laptop, Lenovo ThinkPad X1 Extreme Gen 2, 15.6"" UHD IPS AG 500N, Intel Core I7-9750H, 16GB, Nvidia GTX 1650 4GB, 512GB OPAL, INTEL AX200 , FP, IR&HD CAMERA W/MIC, SCR, BACKLIT KB, W10 PRO, 3Y",14.16100 Lei,ultimul produs in stoc
861,"Laptop Hp Zbook 15 G6, 15.6 inch, FullHd, i7-9850H, 32Gb Ram, 512Gb Ssd, Quadro RTX3000 (6Gb), Windows 10 Pro",16.06500 Lei,ultimul produs in stoc
862,"Laptop ultraportabil Lenovo ThinkPad T480 cu procesor Intel® Core™ i5-8250U pana la 3.40 GHz, Kaby Lake R, 14"", Full HD, IPS, 8GB, 256GB SSD, Intel UHD Graphics 620, Microsoft Windows 10 Pro, Black",6.90200 Lei,ultimele 2 produse
863,"Laptop ASUS X507UA cu procesor Intel® Core™ i3-7020U 2.30 GHz, Kaby Lake, 15.6"", Full HD, 4GB, 256GB SSD, Intel® HD Graphics 620, Endless OS, Star Grey",1.78500 Lei,în stoc
864,"Laptop Apple MacBook Pro 13, ecran Retina, Touch Bar, procesor Intel® Core™ i5 2.30 GHz, 8GB, 512GB SSD, Intel Iris Plus Graphics 655, macOS High Sierra, INT KB, Space Grey",11.29786 Lei,ultimele 3 produse
865,"Laptop ultraportabil Toshiba Portege Z30T-C-133 cu procesor Intel® Core™ i7-6500U 2.50 GHz, Skylake, 13.3"", Full HD, 16GB 512GB SSD, Intel® HD Graphics, Microsoft Windows 10 Pro, Silver",7.99999 Lei,ultimele 2 produse
866,"Laptop Lenovo 15.6'' ThinkPad L580, FHD IPS, Procesor Intel Core i5-8250U, 8GB DDR4, 256GB SSD, GMA UHD 620, Win 10 Pro, Black",5.35500 Lei,ultimul produs in stoc
867,"Laptop Gaming MSI GL75 9SD-090XRO cu procesor Intel® Core™ i7-9750H pana la 4.50 GHz Coffe Lake Refresh, 17.3"", Full HD, IPS, 120Hz, 8GB, 512GB SSD, nVidia GeForce GTX 1660 Ti 6GB, Free DOS, Black",6.38700 Lei,livrare in 4 zile
868,"Laptop Lenovo ThinkPad P1 cu procesor Intel Core i7-8850H pana la 4.3 GHz, 15.6"", Full HD, 16GB, 1TB SSD M.2, NVIDIA Quadro P1000 4GB, Windows 10 Pro, Black",13.99990 Lei,ultimul produs in stoc
869,"Laptop Dell Inspiron 3582, Intel Pentium Silver N5000, 15.6inch, RAM 4GB, HDD 1TB, Intel UHD Graphics 605, Linux, Black",1.41299 Lei,în stoc
870,"Laptop Lenovo 17.3'' ThinkPad P71, FHD IPS, Intel Xeon E3-1505M v6, 16GB DDR4, 512GB SSD, Quadro P3000M 6GB, Win 10 Pro",12.49000 Lei,în stoc
871,"Laptop Lenovo V330-14IKB cu procesor Intel® Core™ i7-8550U pana la 4.00 GHz, Kaby Lake R, 14"", Full HD, 8GB, 256GB SSD, Intel® UHD Graphics 620, Microsoft Windows 10 Pro, Iron Gray",3.88999 Lei,ultimele 3 produse
872,"Laptop ultraportabil Toshiba Tecra X40-D-10G cu procesor Intel® Core™ i5-7200U pana la 3.10 GHz, Kaby Lake, 14"", Full HD, Touch, 8GB, 256GB SSD, Intel® HD Graphics 620, Microsoft Windows 10 Pro, Onyx Blue",6.49999 Lei,în stoc furnizor
873,"Laptop business AsusPro P5440FA-BM0138R, cu procesor Intel® Core™ i5-8265U pana la 3.90 GHz, Whiskey Lake, 14"", Full HD, 8 GB on board, 512GB SSD, fara unitate DVD, Intel® UHD Graphics 620, licenta Windows 10 Professional , Grey",4.13525 Lei,în stoc
874,"Laptop ultraportabil HP ProBook 430 G5 cu procesor Intel® Core™ i5-8250U pana la 3.40 GHz, Kaby Lake R, 13.3"", Full HD, 4GB, 128GB SSD, Intel® UHD Graphics 620, Free DOS, Silver",3.27250 Lei,ultimul produs in stoc
875,"Laptop Hp Zbook Studio G5, Procesor i7-8850H, 16Gb Ram, Nvidia Quadro P1000 (4GB GDDR5), Ssd 512Gb Nvme, Win 10 Pro Wks",14.39900 Lei,ultimul produs in stoc
876,"NoteBook 13.3"" Fujitsu LIFEBOOK E734, Intel® Core™ I5 -4300m 2.6GHz-3.6GHz, 4GB Ram, 128GB SSD, Intel® HD Graphics 4600",1.63000 Lei,livrare in 3 zile
877,"Laptop HP 15-da1011nq cu procesor Intel® Core™ i3-8145U pana la 3.90 GHz, 15.6"", Full HD, 4GB, 256GB SSD, Intel® UHD Graphics 620, Free DOS, Black",1.89999 Lei,în stoc
878,"Laptop ASUS X541UV-GO1046 cu procesor Intel® Core™ i3-7100U 2.40 GHz, Kaby Lake, 4GB, 500GB, nVIDIA® GeForce® 920MX 2GB, Endless OS, Chocolate Black",1.89900 Lei,ultimul produs in stoc
879,"Laptop ASUS VivoBook 15 X512FA-EJ1038, 15.6"" FHD, Intel Core i5-8265U (6M Cache, up to 3.90 GHz), Intel UHD Graphics 620, 8GB DDR4 2400Mhz (4 onboard+ 4 SODIMM), SSD 512GB M.2 NVME + slot liber SATA3, NO ODD, Silver, FARA OS",2.83901 Lei,în stoc
880,"Laptop DELL 15.6'' Vostro 3580 (seria 3000), FHD, Procesor Intel® Core™ i5-8265U (6M Cache, up to 3.90 GHz), 8GB DDR4, 256GB SSD, Radeon 520 2GB, Win 10 Pro, Black",3.29999 Lei,livrare in 3 zile
881,"Laptop HP 15-da0001nq, Intel® Core™ i3-7020U, 4GB DDR4, HDD 1TB, nVIDIA GeForce MX110 2GB, Free DOS",1.99999 Lei,ultimele 2 produse
882,"Laptop ASUS VivoBook 15 X512FJ-EJ323, 15.6"" FHD, Intel Core i5-8265U (6M Cache, up to 3.90 GHz), NVIDIA GeForce MX230 2GB GDDR5, 8GB DDR4 2400Mhz (4 onboard+ 4 SODIMM), SSD 512GB M.2 NVME + slot liber SATA3, NO ODD, Slate Gray, FARA OS",3.18901 Lei,ultimele 2 produse
883,"Laptop DELL 15.6"" Vostro 3580, FHD, Core i5-8265U, 8GB DDR4, 256GB SSD, GMA UHD 620, Linux, Black , Cablu de date",3.79994 Lei,în stoc
884,"Laptop Dell Latitude 5401, Intel Core i5-9300H, 14inch, RAM 8GB, SSD 256GB, Intel UHD Graphics 630, Windows 10 Pro, Grey",6.77994 Lei,în stoc
885,"Laptop HP 250 G7 cu procesor Intel® Core™ i3-7020U 2.30GHz, 15.6"", Full HD, 4GB, 128GB SSD, Intel HD Graphics 620, Free DOS, Silver",1.90799 Lei,ultimele 2 produse
886,"Laptop HP ProBook 450 G5 cu procesor Intel® Core™ i5-8250U pana la 3.40 GHz, Kaby Lake R, 15.6"", Full HD, 8GB, 1TB + 256GB SSD, Microsoft Windows 10 Pro, Silver",4.52200 Lei,în stoc
887,"Laptop ASUS VivoBook 15 X540UA cu procesor Intel® Core™ i3-7020U 2.30 GHz Kaby Lake, 4GB, 1TB, DVD-RW, Intel UHD Graphics 620, Endless OS, Chocolate Black",1.67500 Lei,ultimele 3 produse
888,"Laptop Dell Latitude 5290 cu procesor Intel® Core™ i5 8350U pana la 3.6 GHz, 12.5"", HD, 8GB, 256GB SSD M.2, Intel UHD Graphics 620, Ubuntu, Black",4.86999 Lei,în stoc furnizor
889,"Laptop Dell Latitude 5400, Intel Core i7-8665U, 14inch, RAM 16GB, SSD 512GB, Intel UHD Graphics 620, Windows 10 Pro, Black",7.44995 Lei,în stoc
890,"Ultrabook Acer 14'' Swift 3 SF314-56, FHD IPS, Procesor Intel® Core™ i5-8265U (6M Cache, up to 3.90 GHz), 8GB DDR4, 256GB SSD, GMA UHD 620, Linux, Blue",3.84508 Lei,ultimele 2 produse
891,"Laptop Lenovo V110-15 cu procesor Intel® Core™ i5-6200U 2.30 GHz, Skylake, 15.6"", 4GB, 500GB, Intel® HD Graphics 520, Free DOS, Black",1.89900 Lei,ultimele 2 produse
892,"Laptop ultraportabil Toshiba Portege X30-E-119 cu procesor Intel® Core™ i7-8550U pana la 4.00 GHz, Kaby Lake R, 13.3"", Full HD, 8GB, 512GB M.2 SSD, Intel® UHD Graphics 620, Microsoft Windows 10 Pro, Blue/Black",7.73999 Lei,în stoc furnizor
893,"Laptop Gaming Lenovo Legion Y530-15ICH cu procesor Intel® Core™ i5-8300H pana la 4.00 GHz, Coffee Lake, 15.6"", Full HD, IPS, 8GB, 512GB SSD, NVIDIA GeForce GTX 1060 6GB, Free DOS, Black",5.14080 Lei,ultimele 3 produse
894,"Ultrabook HP EliteBook 1040 G4 14inch Ultra HD cu procesor Intel Core i7-7500U, RAM 16GB DDR4, SSD 512GB, Windows 10 Pro, Silver",7.99999 Lei,ultimul produs in stoc
895,"Laptop Dell Inspiron 5593, 15.6"" FHD, Intel Core i7-1065G7 (8MB Cache, up to 3.9 GHz), NVIDIA GeForce MX230 4GB GDDR5, 8GB DDR4, 2666MHz, 512GB M.2 PCIe NVMe Solid State Drive, No ODD, Windows 10 Home",4.74998 Lei,livrare in 3 zile
896,"Laptop 2 in 1 Lenovo Yoga C740-14IML cu procesor Intel Core i5-10210U pana la 4.20 GHz, 14"", Full HD, 16GB, 1TB SSD, Intel UHD Graphics, Windows 10 Home, Mica",5.03899 Lei,livrare in 3 zile
897,"Laptop ASUS 15.6'' VivoBook 15 X512FA, FHD, Procesor Intel® Core™ i3-8145U (4M Cache, up to 3.90 GHz), 8GB DDR4, 256GB SSD, GMA UHD 620, No OS, Coral Crush",2.20801 Lei,în stoc
898,"Laptop ultraportabil Lenovo ThinkPad L380 cu procesor Intel® Core™ i5-8250U pana la 3.40 GHz, Kaby Lake R, 13.3"", Full HD, IPS, 8GB, 256GB SSD, Intel® UHD Graphics 620, Microsoft Windows 10 Pro, BlackPro, Black",5.20999 Lei,în stoc furnizor
899,"Laptop HP ProBook 450 G6 cu procesor Intel® Core™ i5-8265U pana la 3.90 GHz, Whiskey Lake, 15.6"", Full HD, 8GB, 1TB, Intel® UHD Graphics 620, Microsoft Windows 10 Pro, Silver",3.26500 Lei,livrare in 4 zile
900,"Laptop Dell Inspiron 3593, 15.6"" FHD, Procesor Intel Core i5-1035G1 (6MB Cache, up to 3.6 GHz), Intel UHD Graphics, 8GB DDR4, 512GB SSD, No ODD, Linux, Negru",2.59999 Lei,în stoc
901,"Laptop HP EliteBook 840 G5 cu procesor Intel® Core™ i5-8250U pana la 3.40 GHz Keby Lake R, 14"", Full HD, 8GB, 512GB SSD, Intel UHD Graphics, Windows 10 Pro, Silver",6.99999 Lei,ultimele 2 produse
902,"Laptop Fujitsu Lifebook E746 Intel® Core™ i5-6200U 2.30GHz, up to 2.80Ghz, Memorie 8GB, SSD 256Gb,, Display ,14 inchi, Intel® HD Graphics,",1.79500 Lei,livrare in 3 zile
903,"Laptop HP 15.6"" 250 G7, FHD, Procesor Intel® Core™ i3-7020U (3M Cache, 2.30 GHz), 8GB DDR4, 256GB SSD, GMA HD 620, Win 10 Pro, Dark Ash Silver",2.79999 Lei,ultimul produs in stoc
904,"Laptop Apple MacBook Pro 13, ecran Retina, Touch Bar, procesor Intel® Core™ i5 2.30 GHz, 8GB, 512GB SSD, Intel Iris Plus Graphics 655, macOS High Sierra, ROM KB, Space Grey",10.99999 Lei,ultimul produs in stoc
905,"Laptop ASUS VivoBook 15 X512FA-EJ1037, 15.6"" FHD, Intel Core i5-8265U (6M Cache, up to 3.90 GHz), Intel UHD Graphics 620, 8GB DDR4 2400Mhz, SSD 512GB M.2 NVME + slot liber SATA3, NO ODD, Tastatura Chiclet iluminata, Coral Crush, FARA OS",2.83901 Lei,în stoc
906,"Laptop Microsoft Surface Laptop 2, 13.5 icnh, i7-8650U, 16Gb Ram, 512Gb Ssd, windows 10 Pro, Silver",11.90000 Lei,ultimul produs in stoc
907,"Laptop Notebook HP 250 G6, Procesor i5, 256GB SSD, 8Gb DDR4 + Rucsac OnePlus Gear",2.39000 Lei,în stoc
908,"Laptop Dell G5 15 - 5590 - 15.6 inch FHD (1920 x 1080) 300nits IPS Anti-Glare LED Backlit Display with 144Hz refresh rate, 9th Gen Intel Core i7-9750H (12MB Cache, up to 4.5 GHz, 6 cores), 16GB,Windows 10 Pro (64Bit)",10.54459 Lei,livrare in 4 zile
909,"Ultrabook Toshiba Tecra Z50-C-138 cu procesor Intel® Core™ i5-6200U pana la 2.80 GHz, Skylake, 15.6"", Full HD, 8GB, 256GB SSD, Intel HD Graphics, Microsoft Windows 10 Pro, Grey",4.19999 Lei,ultimul produs in stoc
910,"NoteBook Fujitsu LIFEBOOK E734, Procesor Intel Core i5 2.5GHz - 3.1GHz Turbo, DDR3 8GB, 240GB SSD, 13.3 inch",1.63744 Lei,livrare in 3 zile
911,"Laptop ASUS S510UA-BQ452R cu procesor Intel® Core™ i5-8250U pana la 3.40 GHz, Kaby Lake R, 15.6"", Full HD, 8GB, 256GB M.2 SSD, Intel UHD Graphics 620, Microsoft Windows 10 Pro, Gray Metal",3.04878 Lei,ultimele 3 produse
912,"Laptop LENOVO V110 / Intel® Core™ i3-6006U 2.0GHz,Skylake, 3MB, 80TL017PRI, 15.6"", 4GB DDR4 ,DVD RW, SSD 480GB, notepal cooler cadou",1.75900 Lei,ultimul produs in stoc
913,"Ultrabook Lenovo ThinkPad X1 Extreme generatia 2 , Intel Core Coffee Lake (9th Gen) i7-9750H, Ecran Ultra HD/4K IPS 500 nit, non Touch, Anti-glare, SSD 1TB , memorie 32 GB, placa grafica dedicata GTX 1650 4GB, Windows 10 Pro, adaptor la retea RJ45 inclus",13.68500 Lei,în stoc
914,"Laptop 2 in 1 Microsoft Surface Book 2 15 cu procesor Intel® Core i7–8650U pana la 4.20 GHz, Kaby Lake R, 15"", IPS, Touch, 16GB, 256GB SSD, NVIDIA GeForce GTX 1060 6GB, Microsoft Windows 10 Pro, Silver",18.87434 Lei,livrare in 8 zile
915,"Laptop Gaming HP Omen 15-dh0005nq, Intel® Core™ i5-9300H, 16GB DDR4, HDD 1TB + SSD 256GB, NVIDIA GeForce RTX 2060 6GB, Free DOS",6.09999 Lei,ultimele 2 produse
916,"Laptop Hp ZBooK 17 G6, 17.3 inch FHD AG Led, FingerPrint, I7-9850H, 32 Gb Ram 2666, 1Tb Ssd PCie NVMe, RTX 3000 (6Gb), Win 10 Pro",17.85000 Lei,ultimul produs in stoc
917,"Laptop ASUS VivoBook X543MA-GO772T, Intel Celeron N4000, 15.6inch, RAM 4GB, HDD 1TB, Intel UHD Graphics 600, Windows 10, Star Gray",1.59900 Lei,ultimele 3 produse
918,"Laptop Asus VivoBook MAX X541NA-GO008, 15.6 HD Intel Celeron Dual Core N3350 ,4GB DDR3,500hdd",1.40000 Lei,ultimul produs in stoc
919,"Laptop Gaming Lenovo Legion Y7000, Intel® Core™ i5-9300H, 16GB DDR4, SSD 1TB, NVIDIA GeForce RTX 2060 6GB, Free DOS",5.79999 Lei,ultimul produs in stoc
920,"Laptop ultraportabil HP EliteBook 840 G5 cu procesor Intel® Core™ i5-8350U pana la 3.60 GHz, Kaby Lake R, 14"", Full HD, 8GB, 256GB SSD, Intel® UHD Graphics 620, Microsoft Windows 10 Pro, Silver",7.32907 Lei,livrare in 4 zile
921,"Laptop Lenovo Ideapad S145-15IWL cu procesor Intel® Core™ i5-8265U pana la 3.90 GHz Whiskey Lake, 15.6”, Full HD, 8GB, 256GB SSD M.2, Intel UHD Graphics 620, Free DOS, Platinum Grey",2.37700 Lei,livrare in 4 zile
922,"Laptop Gaming ASUS ROG Zephyrus S GX531GWR-AZ055T cu procesor Intel® Core™ i7-9750H pana la 4.10 GHz, Coffee Lake, 15.6"", Full HD, IPS, 144Hz, 16GB, 512GB SSD, NVIDIA GeForce RTX 2070 8GB, fara retea pe fir RJ45, Microsoft Windows 10 Home, Black Aluminum",10.47200 Lei,ultimul produs in stoc
923,"Laptop Toshiba Tecra Z50-D-10E cu procesor Intel® Core™ i5-7200U pana la 3.10 GHz, Kaby Lake, 15.6"", Full HD, 8GB, 256GB SSD, Intel HD Graphics, Microsoft Windows 10 Pro, Grey",3.70999 Lei,în stoc furnizor
924,"Laptop Lenovo IdeaPad 330-15ARR cu procesor AMD Ryzen™ 5 2500U pana la 3.60 GHz, 15.6"", Full HD, 8GB, 256GB SSD, AMD Radeon™ Vega 8 Graphics, Free DOS, Blizzard White",2.14699 Lei,livrare in 3 zile
925,"Laptop Dell Inspiron 7580 cu procesor Intel® Core™ i5-8265U pana la 3.90 GHz, Whiskey Lake, 15.6"", Full HD, 8GB, 1TB + 128GB SSD, NVIDIA GeForce MX150 2GB, Microsoft Windows 10, Platinum Silver",4.84999 Lei,în stoc furnizor
926,"Laptop PNY PREVAILPRO P3000 Upgraded PRO, 15.6” UHD (3840 × 2160), cu procesor Intel® Core™ i7-7700HQ, 32GB RAM, 512GB SSD, 2TB HDD, placa video NVIDIA Quadro P3000, 1280 CUDA Cores, 6GB GDDR5, tastatura iluminata",15.17250 Lei,ultimul produs in stoc
927,"Laptop Dell Vostro 3568 cu procesor Intel® Core™ i3-7020U 2.30 GHz, Kaby Lake, 15.6"", Full HD, 4GB, 1TB, Intel® HD Graphics 620, Linux, Black",1.96350 Lei,în stoc
928,"Laptop ASUS Gaming 15.6'' ROG Strix G531GU, FHD 144Hz, Procesor Intel® Core™ i7-9750H (12M Cache, up to 4.50 GHz), 8GB DDR4, 512GB SSD, GeForce GTX 1660 Ti 6GB, No OS, Black",6.41172 Lei,ultimul produs in stoc
929,"Laptop Lenovo ThinkPad T580 cu procesor Intel® Core™ i5-8250U pana la 3.40 GHz, Kaby Lake R, 15.6"", Full HD, IPS, 16GB, 256GB SSD, Intel® UHD Graphics 620, Microsoft Windows 10 Pro, Black",5.65499 Lei,ultimul produs in stoc
930,"Laptop ASUS A540MA cu procesor Intel® Celeron® N4000 pana la 2.60 GHz, 15.6"", 4GB, 500GB, Intel UHD Graphics 600, Microsoft Windows 10, Chocolate Black",1.52320 Lei,livrare in 4 zile
931,"NoteBook HP 15-bs289wm, Intel Pentium N5000 1.1GHz up to 2.7GHz Turbo, 4GB HDD 1TB, 15.6"" Touchscreen HD LED, WLAN BT Webcam",1.76596 Lei,livrare in 3 zile
932,"NoteBook Fujitsu LIFEBOOK E734, Procesor Intel Core i5 2.5GHz - 3.1GHz Turbo, DDR3 4GB, 120GB SSD 13.3 inch",1.48600 Lei,livrare in 3 zile
933,"Laptop LENOVO / CELERON N4000,Gemini Lake, 15.6"", 4GB ,SSD 480GB, fara dvd rw, Intel® HD Graphics",1.56499 Lei,livrare in 4 zile
934,"Laptop ASUS Gaming 15.6'' ROG Strix G531GW, FHD 144Hz, Procesor Intel® Core™ i7-9750H (12M Cache, up to 4.50 GHz), 16GB DDR4, 1TB SSHD + 512GB SSD, GeForce RTX 2070 8GB, No OS, Black",8.90120 Lei,ultimele 2 produse
935,"Laptop 2 in 1 ASUS ZenBook Flip S UX370UA cu procesor Intel® Core™ i7-8550U pana la 4.00 GHz, Kaby Lake R, 13.3"", Full HD, 8GB, 256GB SSD, Intel UHD Graphics 620, Microsoft Windows 10, Grey Sand",7.09660 Lei,ultimele 2 produse
936,"Laptop Lenovo 15.6'' V130 IKB, FHD, Procesor Intel® Core™ i3-7020U (3M Cache, 2.30 GHz), 4GB DDR4, 256GB SSD, GMA HD 620, FreeDos, Iron Grey",1.76715 Lei,în stoc
937,"Laptop Acer Aspire A315-53G-53VT cu procesor Intel® Core™ i5-7200U pana la 3.10 GHz, Kaby Lake, 15.6"", Full HD, 8GB, 1TB, NVIDIA GeForce MX130 2GB, Linux, Obsidian Black",2.54999 Lei,ultimele 2 produse
